NAME,S1501_C01_006E,S1501_C01_015E,S1501_C01_016E,S1501_C01_018E,S1501_C01_019E,S1501_C01_021E,S1501_C01_022E,S1501_C01_024E,S1501_C01_025E,S1501_C01_027E
Geographic Area Name,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher
ZCTA5 36108,12593,1764,2516,215,1647,226,4953,709,3477,614
ZCTA5 36109,17351,5780,3339,1148,3024,1105,6077,2072,4911,1455
ZCTA5 36110,7830,946,1480,175,1699,252,3124,358,1527,161
ZCTA5 36111,8243,2779,1786,563,1476,488,3189,995,1792,733
ZCTA5 36112,147,22,147,22,0,0,0,0,0,0
ZCTA5 36113,1259,378,284,52,538,152,393,161,44,13
ZCTA5 36115,485,141,207,33,173,64,105,44,0,0
ZCTA5 36116,27873,8486,6988,2056,6191,1570,10400,3510,4294,1350
ZCTA5 36117,35954,16413,8709,3085,7509,3857,12531,6462,7205,3009
ZCTA5 36201,12676,849,2597,247,1738,185,5191,230,3150,187
ZCTA5 36203,12380,2890,2572,492,2709,914,4484,1044,2615,440
ZCTA5 36205,697,217,233,103,59,0,269,46,136,68
ZCTA5 36206,7950,1307,1429,117,1402,361,3183,491,1936,338
ZCTA5 36207,13641,3590,2465,418,2437,848,4694,1144,4045,1180
ZCTA5 36250,3505,837,747,229,672,112,1458,384,628,112
ZCTA5 36251,3227,296,471,37,431,27,1376,130,949,102
ZCTA5 36255,647,39,155,0,142,0,172,17,178,22
ZCTA5 36256,1126,128,130,2,181,39,485,63,330,24
ZCTA5 36258,1111,182,89,6,110,0,606,130,306,46
ZCTA5 36260,3002,297,317,43,636,120,1241,54,808,80
ZCTA5 36262,886,93,160,19,97,14,414,57,215,3
ZCTA5 36263,358,77,32,0,64,0,186,77,76,0
ZCTA5 36264,5858,924,825,120,1137,212,2128,398,1768,194
ZCTA5 36265,12614,3217,2908,689,2304,692,4355,1050,3047,786
ZCTA5 36266,4019,451,616,7,847,89,1544,289,1012,66
ZCTA5 36267,7,0,0,0,0,0,7,0,0,0
ZCTA5 36268,3651,405,530,21,746,64,1448,267,927,53
ZCTA5 36269,1031,164,281,19,210,68,298,9,242,68
ZCTA5 36271,4247,567,690,131,600,117,1980,228,977,91
ZCTA5 36272,9495,1302,1112,144,1631,221,4367,586,2385,351
ZCTA5 36273,2284,364,451,113,279,17,1049,172,505,62
ZCTA5 36274,7802,1190,1238,197,1325,194,3025,452,2214,347
ZCTA5 36276,1604,181,265,17,278,11,620,51,441,102
ZCTA5 36277,3892,693,728,117,801,177,1339,163,1024,236
ZCTA5 36278,3179,715,388,90,437,46,1271,337,1083,242
ZCTA5 36279,1889,332,145,72,328,71,927,109,489,80
ZCTA5 36280,3090,476,601,182,357,44,1217,167,915,83
ZCTA5 36301,25501,4264,5250,935,4791,872,9495,1571,5965,886
ZCTA5 36303,21088,5349,4198,973,3731,907,7621,2114,5538,1355
ZCTA5 36305,11023,3844,2028,642,2003,953,4271,1458,2721,791
ZCTA5 36310,4621,614,563,38,626,74,1653,185,1779,317
ZCTA5 36311,1682,186,185,2,161,27,796,118,540,39
ZCTA5 36312,4308,581,785,90,648,95,1733,251,1142,145
ZCTA5 36313,167,12,21,0,77,0,35,0,34,12
ZCTA5 36314,350,40,16,0,12,0,152,12,170,28
ZCTA5 36316,1627,291,269,103,265,30,707,65,386,93
ZCTA5 36317,442,57,42,6,54,0,140,15,206,36
ZCTA5 36318,932,68,82,3,240,26,315,19,295,20
ZCTA5 36319,1630,227,248,41,221,28,625,76,536,82
ZCTA5 36320,2666,312,506,63,450,64,1123,139,587,46
ZCTA5 36321,1202,146,305,36,217,14,386,52,294,44
ZCTA5 36322,6105,765,1128,163,1291,97,2579,382,1107,123
ZCTA5 36323,5757,618,926,96,650,75,2517,264,1664,183
ZCTA5 36330,24903,7007,5092,1266,5425,1796,9097,2582,5289,1363
ZCTA5 36340,3995,547,874,130,357,57,1670,252,1094,108
ZCTA5 36343,939,59,92,0,131,0,455,44,261,15
ZCTA5 36344,4100,456,640,42,956,77,1443,203,1061,134
ZCTA5 36345,6129,1331,766,145,1453,321,2362,511,1548,354
ZCTA5 36346,956,155,194,34,136,24,335,57,291,40
ZCTA5 36350,4268,752,853,146,804,145,1662,298,949,163
ZCTA5 36351,2562,389,283,44,442,97,1112,173,725,75
ZCTA5 36352,3856,860,652,119,693,81,1693,452,818,208
ZCTA5 36353,1134,162,120,19,99,6,580,112,335,25
ZCTA5 36360,13734,2474,2253,315,2090,361,5119,1019,4272,779
ZCTA5 36362,2406,874,1725,610,464,124,217,140,0,0
ZCTA5 36370,704,34,111,4,84,21,243,4,266,5
ZCTA5 36371,550,96,39,6,123,9,209,46,179,35
ZCTA5 36373,303,0,21,0,50,0,94,0,138,0
ZCTA5 36374,628,104,87,0,81,12,295,70,165,22
ZCTA5 36375,4871,756,675,74,723,192,2085,315,1388,175
ZCTA5 36376,1585,171,248,18,237,25,633,82,467,46
ZCTA5 36401,5503,651,972,87,781,169,2127,160,1623,235
ZCTA5 36420,7492,1420,1174,212,997,157,3215,594,2106,457
ZCTA5 36421,6693,1261,1400,313,1191,238,2447,487,1655,223
ZCTA5 36425,731,95,123,18,69,7,322,58,217,12
ZCTA5 36426,10884,1459,1743,216,1826,322,4485,606,2830,315
ZCTA5 36432,1523,181,128,10,312,31,505,23,578,117
ZCTA5 36435,278,15,71,15,26,0,95,0,86,0
ZCTA5 36436,245,0,39,0,33,0,118,0,55,0
ZCTA5 36439,319,70,114,10,55,21,87,21,63,18
ZCTA5 36441,2652,395,595,68,392,94,949,127,716,106
ZCTA5 36442,2379,172,349,10,370,24,854,73,806,65
ZCTA5 36444,577,39,89,6,132,0,184,23,172,10
ZCTA5 36445,3175,451,373,97,606,43,1058,136,1138,175
ZCTA5 36446,308,16,47,0,9,0,155,0,97,16
ZCTA5 36451,3107,265,539,30,490,72,1135,83,943,80
ZCTA5 36453,1769,201,210,23,249,21,776,116,534,41
ZCTA5 36454,8,0,0,0,0,0,0,0,8,0
ZCTA5 36455,205,9,21,0,35,0,85,7,64,2
ZCTA5 36456,992,81,132,7,221,27,355,40,284,7
ZCTA5 36460,7003,1037,1189,224,1128,78,3061,364,1625,371
ZCTA5 36467,6957,916,1031,149,1018,142,2617,327,2291,298
ZCTA5 36470,51,0,0,0,0,0,30,0,21,0
ZCTA5 36471,658,43,20,0,140,7,317,29,181,7
ZCTA5 36473,86,10,0,0,12,0,21,10,53,0
ZCTA5 36474,1989,153,247,36,341,24,798,77,603,16
ZCTA5 36475,1596,276,313,61,212,100,605,72,466,43
ZCTA5 36476,7,0,0,0,0,0,5,0,2,0
ZCTA5 36477,2663,266,406,50,367,37,1021,144,869,35
ZCTA5 36480,1200,117,130,0,204,9,484,69,382,39
ZCTA5 36481,253,13,11,0,50,0,122,0,70,13
ZCTA5 36482,783,77,69,0,70,0,451,0,193,77
ZCTA5 36483,373,50,71,7,32,16,159,0,111,27
ZCTA5 36502,12477,1378,2721,174,2472,108,4243,680,3041,416
ZCTA5 36505,972,241,150,129,312,69,328,43,182,0
ZCTA5 36507,14237,2325,2323,222,2348,530,5510,893,4056,680
ZCTA5 36509,1427,102,285,56,154,0,667,29,321,17
ZCTA5 36511,221,32,0,0,13,13,125,19,83,0
ZCTA5 36512,39,0,0,0,0,0,0,0,39,0
ZCTA5 36513,326,29,64,0,0,0,262,29,0,0
ZCTA5 36518,1960,251,322,50,399,34,735,105,504,62
ZCTA5 36521,4387,342,942,68,849,81,1581,113,1015,80
ZCTA5 36522,4749,531,1069,102,648,60,1922,263,1110,106
ZCTA5 36523,2111,251,241,9,357,14,1018,148,495,80
ZCTA5 36524,848,110,128,4,158,6,283,23,279,77
ZCTA5 36525,1187,182,253,18,205,56,455,91,274,17
ZCTA5 36526,22957,9131,5071,2333,4479,1896,8250,3120,5157,1782
ZCTA5 36527,9989,4790,1544,682,2095,1255,4517,2163,1833,690
ZCTA5 36528,1112,458,85,33,96,36,459,159,472,230
ZCTA5 36529,145,22,6,0,30,0,42,0,67,22
ZCTA5 36530,4589,945,525,82,748,112,1902,393,1414,358
ZCTA5 36532,24620,11800,3375,1491,4024,2309,9416,4630,7805,3370
ZCTA5 36535,24720,6066,4332,1034,3988,1200,9286,2131,7114,1701
ZCTA5 36538,323,12,0,0,26,0,139,12,158,0
ZCTA5 36539,354,14,25,5,45,0,173,9,111,0
ZCTA5 36540,501,16,108,4,37,0,225,0,131,12
ZCTA5 36541,9929,1285,2172,506,1505,268,4151,369,2101,142
ZCTA5 36542,11112,3923,1178,287,1560,563,4993,1732,3381,1341
ZCTA5 36543,69,28,24,12,16,16,29,0,0,0
ZCTA5 36544,7973,678,1294,144,1299,110,3738,297,1642,127
ZCTA5 36545,6485,925,797,137,1187,183,2654,391,1847,214
ZCTA5 36548,720,154,121,24,57,24,358,52,184,54
ZCTA5 36549,4629,1016,373,49,690,95,1566,433,2000,439
ZCTA5 36550,179,66,66,66,0,0,44,0,69,0
ZCTA5 36551,6903,1447,1384,336,1496,360,2477,504,1546,247
ZCTA5 36553,1688,167,105,0,238,39,932,112,413,16
ZCTA5 36555,682,254,97,10,29,13,289,101,267,130
ZCTA5 36556,351,20,81,20,91,0,71,0,108,0
ZCTA5 36558,2564,473,242,44,474,119,1119,252,729,58
ZCTA5 36559,176,87,0,0,0,0,36,18,140,69
ZCTA5 36560,2467,146,469,8,346,9,1095,90,557,39
ZCTA5 36561,5636,2881,496,193,499,331,2290,1056,2351,1301
ZCTA5 36562,1012,101,166,0,153,30,407,38,286,33
ZCTA5 36564,91,82,0,0,40,40,0,0,51,42
ZCTA5 36567,9524,1319,1616,246,2101,329,3651,518,2156,226
ZCTA5 36568,76,17,0,0,0,0,30,17,46,0
ZCTA5 36569,496,27,116,2,50,3,177,6,153,16
ZCTA5 36571,10270,1942,1934,408,2060,602,3758,583,2518,349
ZCTA5 36572,4316,939,619,180,854,264,1657,342,1186,153
ZCTA5 36574,811,152,32,0,96,0,376,96,307,56
ZCTA5 36575,13869,2473,2716,646,2729,732,5343,786,3081,309
ZCTA5 36576,3231,699,499,120,707,208,1337,235,688,136
ZCTA5 36578,1006,249,125,52,163,27,506,134,212,36
ZCTA5 36579,940,227,129,39,101,69,330,53,380,66
ZCTA5 36580,3629,551,578,74,483,42,1449,257,1119,178
ZCTA5 36581,221,0,82,0,0,0,104,0,35,0
ZCTA5 36582,15782,2989,3320,731,2495,664,6618,1062,3349,532
ZCTA5 36583,582,88,110,38,106,12,199,0,167,38
ZCTA5 36584,621,52,192,41,111,0,181,11,137,0
ZCTA5 36585,792,153,188,14,146,86,261,10,197,43
ZCTA5 36587,6948,573,876,29,1201,85,3176,274,1695,185
ZCTA5 36590,0,0,0,0,0,0,0,0,0,0
ZCTA5 36602,860,310,174,71,145,39,209,112,332,88
ZCTA5 36603,6826,717,1912,61,1216,147,2270,329,1428,180
ZCTA5 36604,6600,2717,1676,701,936,397,2608,1111,1380,508
ZCTA5 36605,17956,2508,3576,353,3249,500,7213,1220,3918,435
ZCTA5 36606,12854,3673,3398,1344,2285,809,4751,1008,2420,512
ZCTA5 36607,4625,1384,1004,423,758,350,1637,347,1226,264
ZCTA5 36608,23481,9186,5439,1947,4013,1727,8302,3106,5727,2406
ZCTA5 36609,16640,5318,3994,1191,2952,997,5752,1801,3942,1329
ZCTA5 36610,7177,554,1398,111,926,64,2781,204,2072,175
ZCTA5 36611,3309,396,674,91,763,80,1129,152,743,73
ZCTA5 36612,2681,150,598,27,332,37,987,43,764,43
ZCTA5 36613,8605,925,1718,288,1322,106,3614,426,1951,105
ZCTA5 36615,0,0,0,0,0,0,0,0,0,0
ZCTA5 36616,0,0,0,0,0,0,0,0,0,0
ZCTA5 36617,9300,1562,1947,431,1371,109,3381,476,2601,546
ZCTA5 36618,11571,2648,2037,497,1893,647,5004,1142,2637,362
ZCTA5 36619,10977,2247,1994,306,2023,481,3805,1062,3155,398
ZCTA5 36688,0,0,0,0,0,0,0,0,0,0
ZCTA5 36693,14005,5147,2247,902,2640,1079,5033,1673,4085,1493
ZCTA5 36695,34242,12165,7576,2714,7439,2900,12210,4238,7017,2313
ZCTA5 36701,13735,2442,2543,266,2432,418,5281,958,3479,800
ZCTA5 36703,8518,884,1636,110,1380,196,3456,315,2046,263
ZCTA5 36720,523,74,84,0,93,16,189,17,157,41
ZCTA5 36722,309,0,82,0,63,0,76,0,88,0
ZCTA5 36723,176,0,0,0,38,0,86,0,52,0
ZCTA5 36726,3220,470,514,69,605,110,1241,163,860,128
ZCTA5 36727,12,0,0,0,0,0,7,0,5,0
ZCTA5 36728,178,28,34,0,29,0,56,7,59,21
ZCTA5 36732,5009,1069,876,162,1078,270,1637,419,1418,218
ZCTA5 36736,887,263,242,104,219,14,240,145,186,0
ZCTA5 36738,524,76,38,0,16,0,321,56,149,20
ZCTA5 36740,919,111,120,16,85,58,347,24,367,13
ZCTA5 36742,1399,166,205,12,82,5,801,117,311,32
ZCTA5 36744,4230,613,627,59,688,168,1755,230,1160,156
ZCTA5 36748,1818,234,230,0,215,34,715,131,658,69
ZCTA5 36749,687,47,50,18,89,20,354,0,194,9
ZCTA5 36750,1744,122,240,7,415,31,643,46,446,38
ZCTA5 36751,335,27,25,0,39,19,188,8,83,0
ZCTA5 36752,927,171,147,11,75,8,412,105,293,47
ZCTA5 36753,8,0,0,0,0,0,0,0,8,0
ZCTA5 36754,427,12,15,0,39,0,278,7,95,5
ZCTA5 36756,3677,882,359,158,975,345,1117,201,1226,178
ZCTA5 36758,942,123,79,6,155,62,427,30,281,25
ZCTA5 36759,1264,238,139,53,243,18,526,112,356,55
ZCTA5 36761,571,52,42,0,42,0,275,33,212,19
ZCTA5 36763,171,8,30,0,15,0,103,5,23,3
ZCTA5 36765,1068,39,199,2,107,4,273,22,489,11
ZCTA5 36766,22,16,2,2,0,0,13,9,7,5
ZCTA5 36767,1017,120,104,10,137,8,457,96,319,6
ZCTA5 36768,666,99,82,21,99,1,264,27,221,50
ZCTA5 36769,1650,176,256,19,270,33,659,64,465,60
ZCTA5 36773,229,26,22,0,77,7,52,0,78,19
ZCTA5 36775,708,49,176,33,75,0,287,4,170,12
ZCTA5 36776,1144,177,256,80,153,40,457,42,278,15
ZCTA5 36782,1810,170,306,0,263,75,733,70,508,25
ZCTA5 36783,598,116,30,11,120,7,303,75,145,23
ZCTA5 36784,5100,681,947,92,991,157,1756,195,1406,237
ZCTA5 36785,816,101,43,0,95,2,421,84,257,15
ZCTA5 36786,1608,408,283,20,416,168,549,106,360,114
ZCTA5 36790,56,0,0,0,0,0,22,0,34,0
ZCTA5 36792,943,54,255,0,111,0,143,0,434,54
ZCTA5 36793,190,19,40,0,55,0,54,0,41,19
ZCTA5 36801,17096,5055,3580,1081,3505,1170,6444,1863,3567,941
ZCTA5 36804,12789,2853,2436,725,2370,519,5552,1116,2431,493
ZCTA5 36830,22794,13080,5668,3002,5194,2974,7512,4663,4420,2441
ZCTA5 36832,11186,4996,4512,2319,2082,933,3127,1190,1465,554
ZCTA5 36849,24,9,24,9,0,0,0,0,0,0
ZCTA5 36850,1762,168,211,16,197,22,763,77,591,53
ZCTA5 36852,1826,216,419,0,313,1,703,201,391,14
ZCTA5 36853,5928,1613,495,83,737,155,2429,674,2267,701
ZCTA5 36854,10108,1743,2360,514,1964,397,3341,507,2443,325
ZCTA5 36855,1240,176,148,20,131,34,606,64,355,58
ZCTA5 36856,5041,1440,1332,397,1341,378,1831,547,537,118
ZCTA5 36858,262,66,48,20,15,0,122,42,77,4
ZCTA5 36859,16,0,0,0,0,0,0,0,16,0
ZCTA5 36860,1272,84,117,3,164,9,630,41,361,31
ZCTA5 36861,2437,508,364,36,360,127,1024,201,689,144
ZCTA5 36862,4266,384,530,78,707,44,1867,178,1162,84
ZCTA5 36863,8492,1237,1058,134,1337,70,3516,580,2581,453
ZCTA5 36865,21,1,0,0,3,0,5,0,13,1
ZCTA5 36866,2701,392,424,76,370,38,1090,109,817,169
ZCTA5 36867,14998,3617,3928,949,2629,774,5352,1150,3089,744
ZCTA5 36869,13468,1960,2697,487,3039,565,4984,646,2748,262
ZCTA5 36870,12933,2304,2720,488,2561,680,5373,894,2279,242
ZCTA5 36871,947,180,120,34,145,0,455,87,227,59
ZCTA5 36874,6676,1527,1483,352,911,137,2808,838,1474,200
ZCTA5 36875,2911,424,584,99,265,29,1309,144,753,152
ZCTA5 36877,8961,1963,1669,320,1568,408,3572,712,2152,523
ZCTA5 36879,1802,893,216,82,474,370,730,287,382,154
ZCTA5 36901,332,0,37,0,0,0,102,0,193,0
ZCTA5 36904,2601,449,450,71,334,76,1062,165,755,137
ZCTA5 36907,1097,371,118,48,120,81,382,108,477,134
ZCTA5 36908,1582,147,216,29,289,7,546,103,531,8
ZCTA5 36910,63,0,0,0,0,0,0,0,63,0
ZCTA5 36912,1604,153,220,46,128,2,803,58,453,47
ZCTA5 36913,36,0,0,0,0,0,27,0,9,0
ZCTA5 36915,418,73,50,45,107,0,124,24,137,4
ZCTA5 36916,641,42,101,10,128,14,229,16,183,2
ZCTA5 36919,1177,100,109,5,205,23,465,40,398,32
ZCTA5 36921,648,57,44,10,73,0,241,32,290,15
ZCTA5 36922,374,8,52,0,46,0,197,0,79,8
ZCTA5 36925,2182,368,365,24,335,70,983,218,499,56
ZCTA5 37010,3247,999,506,194,649,260,1465,437,627,108
ZCTA5 37012,1675,163,344,56,211,14,625,46,495,47
ZCTA5 37013,62355,20547,19538,7976,14718,4892,21411,6284,6688,1395
ZCTA5 37014,2012,1073,179,78,432,271,927,494,474,230
ZCTA5 37015,12590,2188,2344,506,2175,572,5148,819,2923,291
ZCTA5 37016,746,133,95,18,96,11,339,59,216,45
ZCTA5 37018,1500,225,114,45,174,22,925,106,287,52
ZCTA5 37019,441,58,107,40,123,0,139,18,72,0
ZCTA5 37020,3815,963,723,174,759,269,1437,363,896,157
ZCTA5 37022,4204,393,929,85,674,43,1799,207,802,58
ZCTA5 37023,1130,128,278,30,101,32,594,43,157,23
ZCTA5 37025,3894,532,803,61,775,154,1435,240,881,77
ZCTA5 37026,1648,166,402,10,225,13,702,118,319,25
ZCTA5 37027,36625,27434,4309,3348,7336,6170,16799,12819,8181,5097
ZCTA5 37028,404,130,14,14,67,54,127,48,196,14
ZCTA5 37029,5037,1241,691,254,1006,302,2023,450,1317,235
ZCTA5 37030,4894,616,963,180,716,153,2031,149,1184,134
ZCTA5 37031,3147,554,578,206,631,91,1212,162,726,95
ZCTA5 37032,3502,821,509,97,851,244,1420,309,722,171
ZCTA5 37033,5395,777,833,106,642,161,2217,356,1703,154
ZCTA5 37034,5105,970,629,168,1217,199,2128,298,1131,305
ZCTA5 37035,2258,424,405,109,488,70,1038,158,327,87
ZCTA5 37036,4163,432,698,65,857,68,1637,160,971,139
ZCTA5 37037,5357,1339,1009,346,1563,630,1765,278,1020,85
ZCTA5 37040,31825,8173,9984,2565,7100,1941,10582,2713,4159,954
ZCTA5 37042,46493,10813,17372,4577,9868,2290,13962,2978,5291,968
ZCTA5 37043,32535,12741,7880,3738,6560,2797,11469,4225,6626,1981
ZCTA5 37046,3899,1817,586,395,884,513,1656,668,773,241
ZCTA5 37047,1623,172,132,0,248,29,761,106,482,37
ZCTA5 37048,4621,1015,741,315,786,217,1955,335,1139,148
ZCTA5 37049,2426,387,467,58,329,98,1007,152,623,79
ZCTA5 37050,1133,179,195,2,96,26,545,131,297,20
ZCTA5 37051,2605,423,373,28,526,223,1231,123,475,49
ZCTA5 37052,1849,556,205,19,460,113,685,207,499,217
ZCTA5 37055,19083,3184,3875,833,3436,499,7401,1278,4371,574
ZCTA5 37057,565,7,35,0,72,0,303,0,155,7
ZCTA5 37058,5476,971,765,171,981,235,2175,339,1555,226
ZCTA5 37059,963,172,93,20,199,55,371,76,300,21
ZCTA5 37060,2008,495,294,74,398,157,888,216,428,48
ZCTA5 37061,3406,475,549,139,636,95,1322,153,899,88
ZCTA5 37062,7778,2130,1150,359,1605,447,3425,915,1598,409
ZCTA5 37064,40214,21663,6108,3687,8096,5201,17264,9098,8746,3677
ZCTA5 37066,36538,10218,6802,2379,6588,2070,14047,3911,9101,1858
ZCTA5 37067,20618,13566,4046,3107,4382,3424,8494,5496,3696,1539
ZCTA5 37069,13385,9605,1222,809,2357,1857,6799,4963,3007,1976
ZCTA5 37072,22679,6516,5008,1924,3067,1048,8761,2363,5843,1181
ZCTA5 37073,9898,1978,1820,484,1935,503,4026,698,2117,293
ZCTA5 37074,6377,893,1715,157,1228,168,2080,465,1354,103
ZCTA5 37075,45209,17244,7638,3158,9662,4397,18217,6879,9692,2810
ZCTA5 37076,28788,10815,7422,3693,6216,2611,10036,3243,5114,1268
ZCTA5 37078,283,35,34,21,48,7,99,0,102,7
ZCTA5 37079,1839,264,490,78,230,52,689,103,430,31
ZCTA5 37080,5643,1073,769,157,713,175,2774,547,1387,194
ZCTA5 37082,4166,1123,500,199,801,174,2090,600,775,150
ZCTA5 37083,10077,1063,2076,185,1732,274,3860,338,2409,266
ZCTA5 37085,3140,985,440,297,781,292,1387,277,532,119
ZCTA5 37086,20424,4168,5433,1318,4679,977,8131,1521,2181,352
ZCTA5 37087,33236,8605,6366,1726,6167,2023,13419,3361,7284,1495
ZCTA5 37090,10890,2821,1705,694,1925,436,4272,1126,2988,565
ZCTA5 37091,15466,2242,3186,407,2588,372,6076,973,3616,490
ZCTA5 37095,1759,313,330,7,456,184,671,49,302,73
ZCTA5 37096,4017,472,568,21,664,68,1607,235,1178,148
ZCTA5 37097,1513,166,280,37,196,25,583,67,454,37
ZCTA5 37098,4279,341,831,80,903,67,1855,161,690,33
ZCTA5 37101,4787,704,783,66,879,152,1938,290,1187,196
ZCTA5 37110,23205,3347,4001,638,4229,716,8958,1433,6017,560
ZCTA5 37115,27433,5200,6593,1514,5435,962,10116,1751,5289,973
ZCTA5 37118,716,238,82,50,90,17,365,135,179,36
ZCTA5 37122,39783,15985,6546,3337,8685,4331,16175,6019,8377,2298
ZCTA5 37127,11883,3898,2251,742,2564,1126,4464,1305,2604,725
ZCTA5 37128,34942,14804,9720,4130,8200,4052,12314,5059,4708,1563
ZCTA5 37129,39805,13889,8101,2913,8913,3144,15737,5823,7054,2009
ZCTA5 37130,32937,11052,9393,3071,6403,2315,11334,3799,5807,1867
ZCTA5 37132,111,76,111,76,0,0,0,0,0,0
ZCTA5 37134,1964,216,283,54,370,46,835,73,476,43
ZCTA5 37135,8747,5293,1245,826,2503,1775,3844,2216,1155,476
ZCTA5 37137,2105,191,204,14,252,33,988,87,661,57
ZCTA5 37138,17007,5945,2627,1143,3653,1251,6929,2641,3798,910
ZCTA5 37140,1271,30,544,6,313,10,380,6,34,8
ZCTA5 37141,791,141,175,32,160,40,260,55,196,14
ZCTA5 37142,1275,238,204,30,150,45,558,50,363,113
ZCTA5 37143,2944,611,456,109,614,172,1258,221,616,109
ZCTA5 37144,2053,287,413,28,252,25,941,204,447,30
ZCTA5 37145,1430,176,210,52,188,43,677,70,355,11
ZCTA5 37146,5095,1634,1233,553,1113,450,1936,523,813,108
ZCTA5 37148,16404,2000,3399,448,3266,377,6453,794,3286,381
ZCTA5 37149,2042,377,416,55,250,69,920,181,456,72
ZCTA5 37150,3412,350,569,43,460,87,1381,92,1002,128
ZCTA5 37151,364,65,62,10,82,39,69,16,151,0
ZCTA5 37153,4409,1754,763,354,644,319,2206,808,796,273
ZCTA5 37160,22454,3380,4411,605,4709,679,8278,1309,5056,787
ZCTA5 37165,33,3,12,0,4,2,6,0,11,1
ZCTA5 37166,9871,1538,2095,231,1447,219,4027,757,2302,331
ZCTA5 37167,39149,10043,8286,2540,9496,3016,15161,3528,6206,959
ZCTA5 37171,683,53,80,0,104,0,332,53,167,0
ZCTA5 37172,20734,3498,4260,796,3642,656,8456,1405,4376,641
ZCTA5 37174,23581,10288,5123,2515,6398,3216,8291,3147,3769,1410
ZCTA5 37175,605,47,73,0,7,0,249,26,276,21
ZCTA5 37178,1473,199,226,9,249,10,588,84,410,96
ZCTA5 37179,9388,4844,1254,831,2851,1935,3486,1494,1797,584
ZCTA5 37180,2841,428,851,173,324,131,1069,106,597,18
ZCTA5 37181,1079,147,173,16,143,36,465,69,298,26
ZCTA5 37183,2049,490,397,92,251,80,873,195,528,123
ZCTA5 37184,4399,731,640,112,993,307,1548,210,1218,102
ZCTA5 37185,6231,942,936,131,1000,243,2418,268,1877,300
ZCTA5 37186,6490,638,1199,85,1419,171,2673,274,1199,108
ZCTA5 37187,5304,771,1235,98,814,185,2355,388,900,100
ZCTA5 37188,10362,2663,1900,839,2297,606,4008,999,2157,219
ZCTA5 37189,3139,1199,584,222,799,436,1034,370,722,171
ZCTA5 37190,6139,1111,926,164,1117,250,2354,488,1742,209
ZCTA5 37191,3140,620,621,54,454,146,1460,286,605,134
ZCTA5 37201,1257,540,509,200,245,71,415,237,88,32
ZCTA5 37203,11223,6692,5540,4193,1799,1229,2763,1046,1121,224
ZCTA5 37204,9905,7074,3822,3075,1947,1597,2862,1696,1274,706
ZCTA5 37205,18164,13646,3535,2986,2661,2276,6450,4864,5518,3520
ZCTA5 37206,18741,8891,6918,4186,4208,2436,5389,1862,2226,407
ZCTA5 37207,25832,5479,6299,1750,5220,1208,9681,1603,4632,918
ZCTA5 37208,11873,4482,3909,2517,2324,780,3845,893,1795,292
ZCTA5 37209,26141,12119,11095,7262,4738,1983,7256,2177,3052,697
ZCTA5 37210,10895,2887,3488,1461,2026,458,3690,698,1691,270
ZCTA5 37211,52117,19366,17519,7978,10945,4299,16095,5012,7558,2077
ZCTA5 37212,10553,7426,4122,3235,1808,1416,3082,1985,1541,790
ZCTA5 37213,76,22,54,0,12,12,10,10,0,0
ZCTA5 37214,23046,9037,6246,3304,4864,2296,7833,2486,4103,951
ZCTA5 37215,16500,13173,2717,2246,2488,2086,6160,5038,5135,3803
ZCTA5 37216,13961,5847,4247,2607,2828,1306,4575,1332,2311,602
ZCTA5 37217,20580,6101,6336,2215,4507,1411,6965,1767,2772,708
ZCTA5 37218,11538,2832,2169,639,2150,652,4195,818,3024,723
ZCTA5 37219,953,717,236,166,180,162,423,275,114,114
ZCTA5 37220,4278,2976,515,368,865,744,1755,1219,1143,645
ZCTA5 37221,30029,16985,6730,4585,5230,3144,11570,6359,6499,2897
ZCTA5 37228,1232,487,451,302,88,71,243,68,450,46
ZCTA5 37240,0,0,0,0,0,0,0,0,0,0
ZCTA5 37243,0,0,0,0,0,0,0,0,0,0
ZCTA5 37246,0,0,0,0,0,0,0,0,0,0
ZCTA5 37301,797,69,182,50,103,0,304,0,208,19
ZCTA5 37302,3424,1340,578,230,654,413,1313,465,879,232
ZCTA5 37303,17042,3425,3361,705,3230,696,6351,1183,4100,841
ZCTA5 37305,673,30,138,0,104,9,253,14,178,7
