NAME,S1501_C01_006E,S1501_C01_015E,S1501_C01_016E,S1501_C01_018E,S1501_C01_019E,S1501_C01_021E,S1501_C01_022E,S1501_C01_024E,S1501_C01_025E,S1501_C01_027E
Geographic Area Name,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher
ZCTA5 13863,443,45,123,20,101,2,136,19,83,4
ZCTA5 13864,680,169,80,15,110,0,307,105,183,49
ZCTA5 13865,4342,948,747,321,503,149,2038,327,1054,151
ZCTA5 13901,12801,3452,2015,620,2503,678,5195,1346,3088,808
ZCTA5 13902,81,15,53,0,13,0,0,0,15,15
ZCTA5 13903,12488,3426,2259,702,2014,531,5262,1489,2953,704
ZCTA5 13904,7008,1324,1301,234,1093,252,2820,597,1794,241
ZCTA5 13905,17205,5052,3533,1513,2813,959,6177,1351,4682,1229
ZCTA5 14001,7059,1904,1026,285,1190,582,3086,734,1757,303
ZCTA5 14004,8986,2200,1446,501,1716,592,3459,771,2365,336
ZCTA5 14005,1193,245,117,26,189,36,587,127,300,56
ZCTA5 14006,7178,1597,1134,241,769,92,3097,743,2178,521
ZCTA5 14008,1064,135,190,6,111,7,445,78,318,44
ZCTA5 14009,3808,629,613,165,654,155,1466,166,1075,143
ZCTA5 14011,6717,1135,1667,280,1091,223,2799,384,1160,248
ZCTA5 14012,1667,288,244,7,289,67,707,146,427,68
ZCTA5 14013,1287,116,304,35,162,22,534,41,287,18
ZCTA5 14020,16214,3780,2996,869,2368,646,6604,1674,4246,591
ZCTA5 14024,1064,164,163,28,163,34,486,63,252,39
ZCTA5 14025,2627,689,309,80,422,194,1136,293,760,122
ZCTA5 14026,504,164,48,0,25,12,292,44,139,108
ZCTA5 14028,1240,278,69,8,361,77,538,134,272,59
ZCTA5 14030,1303,160,204,33,130,9,664,110,305,8
ZCTA5 14031,7535,3707,987,508,1069,760,3096,1527,2383,912
ZCTA5 14032,5941,3352,610,416,1131,906,3100,1697,1100,333
ZCTA5 14033,1269,521,65,25,221,38,518,242,465,216
ZCTA5 14034,2244,287,458,69,432,36,1006,145,348,37
ZCTA5 14035,54,8,4,4,23,4,20,0,7,0
ZCTA5 14036,3788,959,475,158,578,144,1586,389,1149,268
ZCTA5 14037,896,84,96,42,273,11,313,31,214,0
ZCTA5 14039,52,11,13,0,13,8,11,0,15,3
ZCTA5 14040,1287,202,247,44,228,59,478,50,334,49
ZCTA5 14041,128,13,35,10,22,3,71,0,0,0
ZCTA5 14042,2849,372,555,78,480,89,1207,122,607,83
ZCTA5 14043,18387,4063,3948,1303,2424,856,6882,1251,5133,653
ZCTA5 14047,4886,1251,841,318,781,285,2043,495,1221,153
ZCTA5 14048,10196,1879,1708,323,1634,277,4048,735,2806,544
ZCTA5 14051,14447,9134,1275,835,2386,1832,6960,4563,3826,1904
ZCTA5 14052,12571,5626,1607,789,1821,988,5699,2746,3444,1103
ZCTA5 14054,1081,229,190,59,204,48,476,89,211,33
ZCTA5 14055,1046,262,165,38,127,45,545,144,209,35
ZCTA5 14057,5944,1597,921,302,861,224,2796,730,1366,341
ZCTA5 14058,1342,253,212,37,194,41,635,117,301,58
ZCTA5 14059,7302,3175,1030,598,973,666,2943,1299,2356,612
ZCTA5 14060,269,27,28,4,20,0,131,12,90,11
ZCTA5 14061,253,47,70,7,32,19,121,18,30,3
ZCTA5 14062,2265,355,261,73,312,47,1025,136,667,99
ZCTA5 14063,8237,3141,1182,470,1336,554,3433,1271,2286,846
ZCTA5 14065,1152,162,160,15,187,45,447,46,358,56
ZCTA5 14066,903,146,91,24,135,22,435,67,242,33
ZCTA5 14067,3632,726,483,164,773,125,1623,338,753,99
ZCTA5 14068,5014,2424,444,359,589,358,1874,978,2107,729
ZCTA5 14069,600,192,51,20,58,44,315,68,176,60
ZCTA5 14070,5316,650,1193,121,977,105,1955,275,1191,149
ZCTA5 14072,15144,5955,2358,1010,2586,1162,6502,2727,3698,1056
ZCTA5 14075,31488,11857,4518,2232,4870,2562,13126,4764,8974,2299
ZCTA5 14080,3094,744,400,187,465,142,1476,287,753,128
ZCTA5 14081,2245,440,262,63,196,56,1107,170,680,151
ZCTA5 14082,392,59,20,0,48,16,225,31,99,12
ZCTA5 14085,5036,1917,922,471,922,451,1990,644,1202,351
ZCTA5 14086,23300,8683,3541,1649,3958,2433,10252,3456,5549,1145
ZCTA5 14091,748,142,145,30,78,10,323,83,202,19
ZCTA5 14092,8358,3327,1242,633,1073,523,2922,1034,3121,1137
ZCTA5 14094,35437,9259,6833,2063,5829,1906,14192,3451,8583,1839
ZCTA5 14098,2083,358,290,22,410,85,949,146,434,105
ZCTA5 14101,1364,226,173,25,232,22,548,108,411,71
ZCTA5 14102,922,263,227,95,70,29,402,45,223,94
ZCTA5 14103,7587,1408,1411,274,1192,264,3112,502,1872,368
ZCTA5 14105,3201,556,424,68,572,214,1475,217,730,57
ZCTA5 14108,4109,862,722,218,489,111,1712,327,1186,206
ZCTA5 14109,13,4,13,4,0,0,0,0,0,0
ZCTA5 14111,2276,455,374,107,373,129,1142,205,387,14
ZCTA5 14112,75,31,15,0,0,0,0,0,60,31
ZCTA5 14113,378,54,76,13,61,18,151,7,90,16
ZCTA5 14120,32558,9200,5718,2153,4315,1870,13809,3651,8716,1526
ZCTA5 14125,2630,398,472,100,493,74,1066,161,599,63
ZCTA5 14126,400,61,27,0,85,5,227,56,61,0
ZCTA5 14127,21743,10579,2506,1527,3695,2088,8957,4630,6585,2334
ZCTA5 14129,1077,171,148,7,163,28,426,82,340,54
ZCTA5 14130,114,19,11,0,15,4,45,9,43,6
ZCTA5 14131,3886,609,532,191,554,60,1996,301,804,57
ZCTA5 14132,3913,1003,375,75,678,330,1612,350,1248,248
ZCTA5 14134,71,17,4,4,10,6,27,7,30,0
ZCTA5 14135,87,5,0,0,5,0,54,5,28,0
ZCTA5 14136,3335,746,601,148,520,160,1331,301,883,137
ZCTA5 14138,1211,152,176,25,141,12,559,71,335,44
ZCTA5 14139,1571,516,218,41,317,193,646,195,390,87
ZCTA5 14141,5454,1319,883,227,826,146,2276,595,1469,351
ZCTA5 14143,764,233,181,36,113,63,265,92,205,42
ZCTA5 14145,1274,315,203,95,184,59,578,128,309,33
ZCTA5 14150,30791,8999,6192,2788,3955,1635,11845,2832,8799,1744
ZCTA5 14167,1217,211,190,31,173,63,534,87,320,30
ZCTA5 14168,13,0,4,0,3,0,6,0,0,0
ZCTA5 14169,86,7,0,0,29,0,28,0,29,7
ZCTA5 14170,2026,521,130,15,340,166,1205,295,351,45
ZCTA5 14171,1366,259,213,53,175,20,549,120,429,66
ZCTA5 14172,2191,582,196,54,483,158,881,194,631,176
ZCTA5 14173,185,32,0,0,83,32,83,0,19,0
ZCTA5 14174,3920,1467,512,223,554,262,1714,592,1140,390
ZCTA5 14201,7706,2558,2226,978,1556,565,2630,708,1294,307
ZCTA5 14202,2640,1211,905,515,342,127,911,342,482,227
ZCTA5 14203,1457,500,644,342,125,95,438,35,250,28
